local_path,action_class,start,end,filename,split
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov,stop,4.0,7.0,06e4a00e-346390c8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov,turn_right,8.0,15.0,06e4a00e-346390c8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov,steady_speed,16.0,17.0,06e4a00e-346390c8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov,stop,18.0,22.0,06e4a00e-346390c8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov,steady_speed,23.0,40.0,06e4a00e-346390c8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov,steady_speed,0.0,7.0,05266828-79a6ed22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov,accelerate,8.0,12.0,05266828-79a6ed22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov,accelerate,13.0,16.0,05266828-79a6ed22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov,stop,17.0,34.0,05266828-79a6ed22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov,accelerate,35.0,40.0,05266828-79a6ed22,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov,turn_right,0.0,4.0,03370efc-c690f4d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov,steady_speed,5.0,5.0,03370efc-c690f4d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov,steady_speed,9.0,17.0,03370efc-c690f4d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov,decelerate,21.0,25.0,03370efc-c690f4d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov,steady_speed,32.0,40.0,03370efc-c690f4d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d25bbc-a9f903ba.mov,stop,0.0,2.0,01d25bbc-a9f903ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d25bbc-a9f903ba.mov,stop,3.0,8.0,01d25bbc-a9f903ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d25bbc-a9f903ba.mov,accelerate,15.0,17.0,01d25bbc-a9f903ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d25bbc-a9f903ba.mov,decelerate,18.0,22.0,01d25bbc-a9f903ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d25bbc-a9f903ba.mov,stop,23.0,40.0,01d25bbc-a9f903ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-9ed56776.mov,stop,0.0,12.0,06e4a00e-9ed56776,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-9ed56776.mov,accelerate,13.0,30.0,06e4a00e-9ed56776,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-9ed56776.mov,stop,33.0,40.0,06e4a00e-9ed56776,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0339a42b-1e75ac9a.mov,steady_speed,4.0,14.0,0339a42b-1e75ac9a,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0339a42b-1e75ac9a.mov,stop,15.0,40.0,0339a42b-1e75ac9a,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d373c7-45710346.mov,steady_speed,0.0,18.0,01d373c7-45710346,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d373c7-45710346.mov,decelerate,19.0,22.0,01d373c7-45710346,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d373c7-45710346.mov,stop,23.0,40.0,01d373c7-45710346,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-a6ee9545.mov,decelerate,0.0,12.0,05266828-a6ee9545,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-a6ee9545.mov,stop,12.0,21.0,05266828-a6ee9545,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-a6ee9545.mov,stop,21.0,40.0,05266828-a6ee9545,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-b0887752.mov,steady_speed,0.0,18.0,06e4a00e-b0887752,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-b0887752.mov,decelerate,19.0,23.0,06e4a00e-b0887752,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-b0887752.mov,stop,24.0,40.0,06e4a00e-b0887752,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ea71d8-6f0a4db0.mov,steady_speed,0.0,5.0,06ea71d8-6f0a4db0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ea71d8-6f0a4db0.mov,steady_speed,19.0,22.0,06ea71d8-6f0a4db0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ea71d8-6f0a4db0.mov,decelerate,22.0,24.0,06ea71d8-6f0a4db0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ea71d8-6f0a4db0.mov,stop,24.0,40.0,06ea71d8-6f0a4db0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0526fe78-ad2264aa.mov,steady_speed,0.0,17.0,0526fe78-ad2264aa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0526fe78-ad2264aa.mov,accelerate,18.0,20.0,0526fe78-ad2264aa,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-59817bb0.mov,stop,0.0,26.0,00091078-59817bb0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-59817bb0.mov,steady_speed,27.0,33.0,00091078-59817bb0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-59817bb0.mov,decelerate,34.0,35.0,00091078-59817bb0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-59817bb0.mov,stop,36.0,40.0,00091078-59817bb0,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/033dea13-5a8114fe.mov,stop,0.0,20.0,033dea13-5a8114fe,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-0c129f12.mov,steady_speed,0.0,16.0,06ebf6cd-0c129f12,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-0c129f12.mov,stop,20.0,24.0,06ebf6cd-0c129f12,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-0c129f12.mov,stop,24.0,40.0,06ebf6cd-0c129f12,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-7cff8ea6.mov,stop,0.0,36.0,00091078-7cff8ea6,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-7cff8ea6.mov,steady_speed,37.0,40.0,00091078-7cff8ea6,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/052fd7cc-b5dee1de.mov,stop,0.0,4.0,052fd7cc-b5dee1de,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/052fd7cc-b5dee1de.mov,accelerate,5.0,12.0,052fd7cc-b5dee1de,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/052fd7cc-b5dee1de.mov,steady_speed,13.0,21.0,052fd7cc-b5dee1de,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/052fd7cc-b5dee1de.mov,decelerate,22.0,25.0,052fd7cc-b5dee1de,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/052fd7cc-b5dee1de.mov,stop,26.0,40.0,052fd7cc-b5dee1de,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01dc1bbe-8919b3d8.mov,turn_right,0.0,6.0,01dc1bbe-8919b3d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01dc1bbe-8919b3d8.mov,steady_speed,6.0,19.0,01dc1bbe-8919b3d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01dc1bbe-8919b3d8.mov,decelerate,19.0,23.0,01dc1bbe-8919b3d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01dc1bbe-8919b3d8.mov,stop,23.0,40.0,01dc1bbe-8919b3d8,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-79235c8d.mov,accelerate,0.0,9.0,06ebf6cd-79235c8d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-79235c8d.mov,steady_speed,10.0,18.0,06ebf6cd-79235c8d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-79235c8d.mov,decelerate,19.0,26.0,06ebf6cd-79235c8d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ebf6cd-79235c8d.mov,stop,27.0,40.0,06ebf6cd-79235c8d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-84635cf2.mov,stop,0.0,20.0,00091078-84635cf2,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0531d2f7-1feee72c.mov,steady_speed,0.0,7.0,0531d2f7-1feee72c,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0531d2f7-1feee72c.mov,decelerate,8.0,10.0,0531d2f7-1feee72c,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/0531d2f7-1feee72c.mov,stop,11.0,20.0,0531d2f7-1feee72c,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-3351771d.mov,decelerate,0.0,2.0,06ec79fd-3351771d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-3351771d.mov,stop,3.0,20.0,06ec79fd-3351771d,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-875c1f73.mov,stop,0.0,21.0,00091078-875c1f73,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-875c1f73.mov,steady_speed,22.0,36.0,00091078-875c1f73,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-875c1f73.mov,decelerate,37.0,40.0,00091078-875c1f73,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053da4e3-48ec49ba.mov,steady_speed,0.0,10.0,053da4e3-48ec49ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053da4e3-48ec49ba.mov,decelerate,11.0,18.0,053da4e3-48ec49ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053da4e3-48ec49ba.mov,accelerate,26.0,27.0,053da4e3-48ec49ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053da4e3-48ec49ba.mov,steady_speed,31.0,40.0,053da4e3-48ec49ba,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-7b557fdf.mov,steady_speed,0.0,9.0,06ec79fd-7b557fdf,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-7b557fdf.mov,decelerate,10.0,15.0,06ec79fd-7b557fdf,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-7b557fdf.mov,steady_speed,16.0,19.0,06ec79fd-7b557fdf,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-7b557fdf.mov,steady_speed,20.0,40.0,06ec79fd-7b557fdf,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/034ba984-01a430f3.mov,steady_speed,0.0,8.0,034ba984-01a430f3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/034ba984-01a430f3.mov,decelerate,9.0,12.0,034ba984-01a430f3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/034ba984-01a430f3.mov,turn_right,13.0,17.0,034ba984-01a430f3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/034ba984-01a430f3.mov,steady_speed,18.0,37.0,034ba984-01a430f3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/034ba984-01a430f3.mov,decelerate,38.0,40.0,034ba984-01a430f3,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053dc1d6-29b58579.mov,steady_speed,0.0,18.0,053dc1d6-29b58579,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053dc1d6-29b58579.mov,decelerate,18.0,27.0,053dc1d6-29b58579,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/053dc1d6-29b58579.mov,decelerate,27.0,40.0,053dc1d6-29b58579,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06ec79fd-88116705.mov,steady_speed,0.0,40.0,06ec79fd-88116705,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-c1d32eea.mov,accelerate,4.0,8.0,00091078-c1d32eea,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-c1d32eea.mov,decelerate,8.0,9.0,00091078-c1d32eea,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-c1d32eea.mov,steady_speed,9.0,13.0,00091078-c1d32eea,train
/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/00091078-c1d32eea.mov,steady_speed,16.0,20.0,00091078-c1d32eea,train
