Input.Video,action_text,action_class,start,end,filename,local_path
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-26a3446e.mov,The car drives at a normal speed,steady_speed,10.0,22.0,06d54ae6-26a3446e.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-26a3446e.mov,The car slows and veers slightly right,decelerate,23.0,25.0,06d54ae6-26a3446e.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-26a3446e.mov,The car drives forward,steady_speed,26.0,40.0,06d54ae6-26a3446e.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-e21fe0a3.mov,The car is stopped,stop,0.0,12.0,01b4e4b9-e21fe0a3.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-e21fe0a3.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-e21fe0a3.mov,The car is accelerating,accelerate,13.0,18.0,01b4e4b9-e21fe0a3.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-e21fe0a3.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-e21fe0a3.mov,The car is slowing,decelerate,19.0,27.0,01b4e4b9-e21fe0a3.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-e21fe0a3.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-e21fe0a3.mov,The car is driving forward slowly,steady_speed,28.0,38.0,01b4e4b9-e21fe0a3.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-e21fe0a3.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-e21fe0a3.mov,The car is merging into the left lane,switch_lane,39.0,40.0,01b4e4b9-e21fe0a3.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-e21fe0a3.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-76749641.mov,The car slows to a stop,decelerate,0.0,3.0,06d54ae6-76749641.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-76749641.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-76749641.mov,The car is stopped,stop,4.0,8.0,06d54ae6-76749641.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-76749641.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-76749641.mov,The car inches forward,steady_speed,9.0,12.0,06d54ae6-76749641.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-76749641.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-76749641.mov,The car is stopped,stop,13.0,40.0,06d54ae6-76749641.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-76749641.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car is driving slowly,-1,0.0,2.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car swerves slightly left and back,-1,3.0,6.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car is driving forward slowly,steady_speed,7.0,10.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car merges into the lane to its left,switch_lane,11.0,15.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car drives forward slowly,steady_speed,16.0,20.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car stops and starts several times,stop,21.0,34.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car slows,decelerate,35.0,38.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01b4e4b9-fc7a5264.mov,The car drives forward slowly,steady_speed,39.0,40.0,01b4e4b9-fc7a5264.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01b4e4b9-fc7a5264.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-bf7ed032.mov,The car is accelerating.,accelerate,0.0,3.0,06d54ae6-bf7ed032.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-bf7ed032.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-bf7ed032.mov,The car is moving down the road.,steady_speed,3.0,22.0,06d54ae6-bf7ed032.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-bf7ed032.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-bf7ed032.mov,The car is abruptly slowing,-1,22.0,23.0,06d54ae6-bf7ed032.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-bf7ed032.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-bf7ed032.mov,The car is slowing to a stop,decelerate,23.0,27.0,06d54ae6-bf7ed032.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-bf7ed032.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d54ae6-bf7ed032.mov,The car is stopped.,stop,27.0,40.0,06d54ae6-bf7ed032.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d54ae6-bf7ed032.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-01758867.mov,The car moves forward slowly,steady_speed,0.0,14.0,06d981bc-01758867.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d981bc-01758867.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-01758867.mov,The car slows to a stop,decelerate,15.0,21.0,06d981bc-01758867.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d981bc-01758867.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-01758867.mov,The car moves forward slowly,steady_speed,22.0,28.0,06d981bc-01758867.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d981bc-01758867.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-01758867.mov,The car accelerates to a constant speed,accelerate,29.0,40.0,06d981bc-01758867.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06d981bc-01758867.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3c73e-4279ee42.mov,The car is driving steadily down the road,steady_speed,0.0,18.0,01c3c73e-4279ee42.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3c73e-4279ee42.mov,The car slows down and pulls to the right,decelerate,19.0,24.0,01c3c73e-4279ee42.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3c73e-4279ee42.mov,The car stops,stop,25.0,36.0,01c3c73e-4279ee42.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3c73e-4279ee42.mov,The car accelerates,accelerate,37.0,39.0,01c3c73e-4279ee42.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-d8411e3b.mov,The car is driving forward,steady_speed,0.0,7.0,06d981bc-d8411e3b.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-d8411e3b.mov,The car is slowing to a stop,decelerate,8.0,9.0,06d981bc-d8411e3b.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-d8411e3b.mov,The car turns left and drives forward,turn_left,10.0,14.0,06d981bc-d8411e3b.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-d8411e3b.mov,The car drives forward,steady_speed,15.0,20.0,06d981bc-d8411e3b.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-d8411e3b.mov,The car slows to a stop,decelerate,21.0,22.0,06d981bc-d8411e3b.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06d981bc-d8411e3b.mov,The car is stopped,stop,23.0,40.0,06d981bc-d8411e3b.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3e19a-fbacb266.mov,The car is travelling down the road.,steady_speed,0.0,7.0,01c3e19a-fbacb266.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c3e19a-fbacb266.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3e19a-fbacb266.mov,The car is making a right hand turn.,turn_right,7.0,17.0,01c3e19a-fbacb266.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c3e19a-fbacb266.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3e19a-fbacb266.mov,The car is stopped,stop,17.0,26.0,01c3e19a-fbacb266.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c3e19a-fbacb266.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3e19a-fbacb266.mov,The car is travelling down the road.,steady_speed,26.0,32.0,01c3e19a-fbacb266.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c3e19a-fbacb266.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c3e19a-fbacb266.mov,The car is slowing,decelerate,32.0,40.0,01c3e19a-fbacb266.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c3e19a-fbacb266.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0336de82-d8b4761a.mov,The car is parked at the right curb of a busy city street,stop,0.0,20.0,0336de82-d8b4761a.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0004a4c0-d4df3a18.mov,The car is stopped,stop,0.0,7.0,0004a4c0-d4df3a18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0004a4c0-d4df3a18.mov,The car is accelerating,accelerate,8.0,16.0,0004a4c0-d4df3a18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/0004a4c0-d4df3a18.mov,The car drives forward,steady_speed,17.0,20.0,0004a4c0-d4df3a18.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06db23de-8789538f.mov,The car is driving with its windshield wipers on,-1,0.0,8.0,06db23de-8789538f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06db23de-8789538f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06db23de-8789538f.mov,The car is slowing to a stop,decelerate,9.0,13.0,06db23de-8789538f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06db23de-8789538f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06db23de-8789538f.mov,The car is accelerating,accelerate,14.0,21.0,06db23de-8789538f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06db23de-8789538f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06db23de-8789538f.mov,The car is merging into the left turn lane,switch_lane,22.0,28.0,06db23de-8789538f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06db23de-8789538f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06db23de-8789538f.mov,The car is slowing to a stop,decelerate,29.0,34.0,06db23de-8789538f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06db23de-8789538f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06db23de-8789538f.mov,The car is stopped,stop,35.0,40.0,06db23de-8789538f.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06db23de-8789538f.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c6a5ce-7dba0d93.mov,The car is stopped.,stop,0.0,3.0,01c6a5ce-7dba0d93.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c6a5ce-7dba0d93.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c6a5ce-7dba0d93.mov,The car is accelerating through the intersection.,accelerate,3.0,9.0,01c6a5ce-7dba0d93.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c6a5ce-7dba0d93.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c6a5ce-7dba0d93.mov,The car is moving forward down the road,steady_speed,9.0,20.0,01c6a5ce-7dba0d93.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c6a5ce-7dba0d93.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c6a5ce-7dba0d93.mov,The car is slowing to a stop,decelerate,20.0,22.0,01c6a5ce-7dba0d93.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c6a5ce-7dba0d93.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c6a5ce-7dba0d93.mov,The car has pulled to the left extreme of the lane and stopped.,stop,22.0,24.0,01c6a5ce-7dba0d93.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c6a5ce-7dba0d93.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01c6a5ce-7dba0d93.mov,The car is stopped.,stop,24.0,40.0,01c6a5ce-7dba0d93.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01c6a5ce-7dba0d93.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-670b6caa.mov,The car is driving forward,steady_speed,0.0,18.0,01d25bbc-670b6caa.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-670b6caa.mov,The car is slowing,decelerate,19.0,22.0,01d25bbc-670b6caa.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-670b6caa.mov,The car is driving forward,steady_speed,23.0,26.0,01d25bbc-670b6caa.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-670b6caa.mov,The car is slowing to a stop,decelerate,27.0,32.0,01d25bbc-670b6caa.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-670b6caa.mov,The car is stopped,stop,33.0,39.0,01d25bbc-670b6caa.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-670b6caa.mov,The car is accelerating,accelerate,40.0,40.0,01d25bbc-670b6caa.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06e4a00e-346390c8.mov,The car is driving forward,steady_speed,0.0,3.0,06e4a00e-346390c8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06e4a00e-346390c8.mov,The car is stopping,stop,4.0,7.0,06e4a00e-346390c8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06e4a00e-346390c8.mov,The car is turning right,turn_right,8.0,15.0,06e4a00e-346390c8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06e4a00e-346390c8.mov,The car is driving forward,steady_speed,16.0,17.0,06e4a00e-346390c8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06e4a00e-346390c8.mov,The car is stopping,stop,18.0,22.0,06e4a00e-346390c8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/06e4a00e-346390c8.mov,The car is driving forward,steady_speed,23.0,40.0,06e4a00e-346390c8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_02/bdd100k/videos/train/06e4a00e-346390c8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/00091078-2bcd1ac9.mov,The car is stopped,stop,0.0,40.0,00091078-2bcd1ac9.mov,
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05266828-79a6ed22.mov,The car moves slowly forward,steady_speed,0.0,7.0,05266828-79a6ed22.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05266828-79a6ed22.mov,The car accelerates,accelerate,8.0,12.0,05266828-79a6ed22.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05266828-79a6ed22.mov,The car continues to accelerate,accelerate,13.0,16.0,05266828-79a6ed22.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05266828-79a6ed22.mov,The car stops,stop,17.0,34.0,05266828-79a6ed22.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/05266828-79a6ed22.mov,The car begins accelerating,accelerate,35.0,40.0,05266828-79a6ed22.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/05266828-79a6ed22.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car is turning right,turn_right,0.0,4.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car is driving forward,steady_speed,5.0,5.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car is merging into the right lane,switch_lane,6.0,8.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car is driving forward,steady_speed,9.0,17.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car is merging into the left lane,switch_lane,18.0,20.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car swerves to the left and slows,decelerate,21.0,25.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car merges back into the left lane,switch_lane,26.0,31.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/03370efc-c690f4d8.mov,The car drives forward,steady_speed,32.0,40.0,03370efc-c690f4d8.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_01/bdd100k/videos/train/03370efc-c690f4d8.mov
https://s3-us-west-2.amazonaws.com/sq8geewpqu/samples-1k/01d25bbc-a9f903ba.mov,The car has slowed to a stop,stop,0.0,2.0,01d25bbc-a9f903ba.mov,/data/nxtaimraid02/datasets/BDD100K/videos/unzipped_files/train/bdd100k_videos_train_00/bdd100k/videos/train/01d25bbc-a9f903ba.mov
